Award ID,Generated Award ID,Auto Status,Confidence,Verified Date,Evidence,Signals,Termination Mod,Termination Date,Latest Mod,Latest Mod Date,Post-Term Obligations,Transaction Count,Disagrees With Human,Last Attempt Date,Last Success Date,Attempt Count,Last Error
80NSSC24K0763,ASST_NON_80NSSC24K0763_080,naturally_expired,low,2026-07-30,No termination action in 3 transactions; period of performance ended 2026-06-10.,term=none;end=2026-06-10;n=3,,,P00002,2026-06-10,,3,,2026-07-30,2026-07-30,0,
80NSSC24K0840,ASST_NON_80NSSC24K0840_080,naturally_expired,low,2026-07-30,No termination action in 3 transactions; period of performance ended 2026-03-19.,term=none;end=2026-03-19;n=3,,,P00002,2026-01-07,,3,continued,2026-07-30,2026-07-30,0,
80NSSC24K0874,ASST_NON_80NSSC24K0874_080,naturally_expired,low,2026-07-30,No termination action in 3 transactions; period of performance ended 2026-01-26.,term=none;end=2026-01-26;n=3,,,P00002,2026-01-26,,3,,2026-07-30,2026-07-30,0,
80NSSC24K0890,ASST_NON_80NSSC24K0890_080,no_termination_signal,low,2026-07-30,No termination action found in 4 transactions.,term=none;n=4,,,P00003,2026-05-13,,4,,2026-07-30,2026-07-30,0,
80NSSC24K0892,ASST_NON_80NSSC24K0892_080,still_terminated,low,2026-07-30,"Terminated for convenience (D P00002 2025-08-14); no rescission, closeout, or new obligations in 0 later transactions.",term=D P00002 2025-08-14;term_mod=P00002;term_date=2025-08-14;post_n=0;post_obl=0.00;post_pos=0;n=3,P00002,2025-08-14,P00002,2025-08-14,0.00,3,,2026-07-30,2026-07-30,0,
80NSSC24K0913,ASST_NON_80NSSC24K0913_080,still_terminated,low,2026-07-30,"Terminated for convenience (B P00002 2025-05-14); no rescission, closeout, or new obligations in 1 later transactions.",term=B P00002 2025-05-14;term_mod=P00002;term_date=2025-05-14;post_n=1;post_obl=-222.20;post_pos=0;n=4,P00002,2025-05-14,P00003,2026-04-30,-222.20,4,closed_out,2026-07-30,2026-07-30,0,
80NSSC24K0927,ASST_NON_80NSSC24K0927_080,naturally_expired,low,2026-07-30,No termination action in 2 transactions; period of performance ended 2026-01-20.,term=none;end=2026-01-20;n=2,,,P00001,2026-01-20,,2,,2026-07-30,2026-07-30,0,
80NSSC24K0944,ASST_NON_80NSSC24K0944_080,still_terminated,low,2026-07-30,"Terminated for convenience (B P00001 2025-03-21); no rescission, closeout, or new obligations in 0 later transactions.",term=B P00001 2025-03-21;term_mod=P00001;term_date=2025-03-21;post_n=0;post_obl=0.00;post_pos=0;n=2,P00001,2025-03-21,P00001,2025-03-21,0.00,2,,2026-07-30,2026-07-30,0,
80NSSC24K0966,ASST_NON_80NSSC24K0966_080,naturally_expired,low,2026-07-30,No termination action in 1 transactions; period of performance ended 2025-08-31.,term=none;end=2025-08-31;n=1,,,0,2024-06-14,,1,needs_manual_review,2026-07-30,2026-07-30,0,
80NSSC24K1087,ASST_NON_80NSSC24K1087_080,naturally_expired,low,2026-07-30,No termination action in 3 transactions; period of performance ended 2026-06-03.,term=none;end=2026-06-03;n=3,,,P00002,2026-06-03,,3,,2026-07-30,2026-07-30,0,
80NSSC24K1193,ASST_NON_80NSSC24K1193_080,still_terminated,low,2026-07-30,"Terminated for convenience (D P00002 2025-09-25); no rescission, closeout, or new obligations in 0 later transactions.",term=D P00002 2025-09-25;term_mod=P00002;term_date=2025-09-25;post_n=0;post_obl=0.00;post_pos=0;n=3,P00002,2025-09-25,P00002,2025-09-25,0.00,3,,2026-07-30,2026-07-30,0,
80NSSC24K1232,ASST_NON_80NSSC24K1232_080,still_terminated,low,2026-07-30,"Terminated for convenience (B P00001 2025-03-21); no rescission, closeout, or new obligations in 1 later transactions.",term=B P00001 2025-03-21;term_mod=P00001;term_date=2025-03-21;post_n=1;post_obl=-319899.08;post_pos=0;n=3,P00001,2025-03-21,P00002,2025-08-12,-319899.08,3,,2026-07-30,2026-07-30,0,
80NSSC24K1264,ASST_NON_80NSSC24K1264_080,still_terminated,low,2026-07-30,"Terminated for convenience (B P00002 2025-03-21); no rescission, closeout, or new obligations in 1 later transactions.",term=B P00002 2025-03-21;term_mod=P00002;term_date=2025-03-21;post_n=1;post_obl=-177900.37;post_pos=0;n=4,P00002,2025-03-21,P00003,2026-03-11,-177900.37,4,closed_out,2026-07-30,2026-07-30,0,
80NSSC24K1345,ASST_NON_80NSSC24K1345_080,naturally_expired,low,2026-07-30,No termination action in 3 transactions; period of performance ended 2025-05-07.,term=none;end=2025-05-07;n=3,,,P00002,2026-04-30,,3,,2026-07-30,2026-07-30,0,
80NSSC24K1357,ASST_NON_80NSSC24K1357_080,naturally_expired,low,2026-07-30,No termination action in 2 transactions; period of performance ended 2025-07-31.,term=none;end=2025-07-31;n=2,,,P00001,2025-05-14,,2,,2026-07-30,2026-07-30,0,
80NSSC24K1472,ASST_NON_80NSSC24K1472_080,naturally_expired,low,2026-07-30,No termination action in 5 transactions; period of performance ended 2026-01-31.,term=none;end=2026-01-31;n=5,,,P00004,2026-07-15,,5,,2026-07-30,2026-07-30,0,
80NSSC24K1612,ASST_NON_80NSSC24K1612_080,still_terminated,low,2026-07-30,"Terminated for convenience (B P00001 2025-03-21); no rescission, closeout, or new obligations in 1 later transactions.",term=B P00001 2025-03-21;term_mod=P00001;term_date=2025-03-21;post_n=1;post_obl=-18766.40;post_pos=0;n=3,P00001,2025-03-21,P00002,2026-03-11,-18766.40,3,,2026-07-30,2026-07-30,0,
80NSSC24K1845,ASST_NON_80NSSC24K1845_080,still_terminated,low,2026-07-30,"Terminated for convenience (B P00003 2025-03-21); no rescission, closeout, or new obligations in 1 later transactions.",term=B P00003 2025-03-21;term_mod=P00003;term_date=2025-03-21;post_n=1;post_obl=-232118.00;post_pos=0;n=5,P00003,2025-03-21,P00004,2026-03-20,-232118.00,5,,2026-07-30,2026-07-30,0,
80NSSC24K1854,ASST_NON_80NSSC24K1854_080,naturally_expired,low,2026-07-30,No termination action in 3 transactions; period of performance ended 2025-04-04.,term=none;end=2025-04-04;n=3,,,P00002,2026-03-18,,3,,2026-07-30,2026-07-30,0,
80NSSC24K1913,ASST_NON_80NSSC24K1913_080,reinstated,high,2026-07-30,Termination (B P00002 2025-04-28) rescinded per B P00003 2025-09-09 in USAspending transactions; award active again.,term=B P00002 2025-04-28;term_mod=P00002;term_date=2025-04-28;post_n=1;post_obl=0.00;post_pos=0;n=4;reversal=B P00003 2025-09-09,P00002,2025-04-28,P00003,2025-09-09,0.00,4,,2026-07-30,2026-07-30,0,
80NSSC24M0190,ASST_NON_80NSSC24M0190_8000,unresolved,none,,No transactions returned for this award; cannot judge.,reason=no_transactions,,,,,,,,2026-07-30,,2,No transactions returned for this award; cannot judge.
80NSSC24M0193,ASST_NON_80NSSC24M0193_080,still_terminated,low,2026-07-30,"Terminated for convenience (D P00004 2025-08-12); no rescission, closeout, or new obligations in 0 later transactions.",term=D P00004 2025-08-12;term_mod=P00004;term_date=2025-08-12;post_n=0;post_obl=0.00;post_pos=0;n=5,P00004,2025-08-12,P00004,2025-08-12,0.00,5,,2026-07-30,2026-07-30,0,
80NSSC24M0209,ASST_NON_80NSSC24M0209_080,no_termination_signal,low,2026-07-30,No termination action found in 5 transactions.,term=none;n=5,,,P00004,2026-01-28,,5,,2026-07-30,2026-07-30,0,
80NSSC24M0217,ASST_NON_80NSSC24M0217_080,naturally_expired,low,2026-07-30,No termination action in 4 transactions; period of performance ended 2025-04-11.,term=none;end=2025-04-11;n=4,,,P00003,2026-04-08,,4,,2026-07-30,2026-07-30,0,
80NSSC24PA210,CONT_AWD_80NSSC24PA210_8000_-NONE-_-NONE-,still_terminated,low,2026-07-30,"Terminated for convenience (F P00002 2025-03-28); no rescission, closeout, or new obligations in 0 later transactions.",term=F P00002 2025-03-28;term_mod=P00002;term_date=2025-03-28;post_n=0;post_obl=0.00;post_pos=0;n=3,P00002,2025-03-28,P00002,2025-03-28,0.00,3,,2026-07-30,2026-07-30,0,
80NSSC24PA590,CONT_AWD_80NSSC24PA590_8000_-NONE-_-NONE-,still_terminated,low,2026-07-30,"Terminated for convenience (F P00001 2025-01-31); no rescission, closeout, or new obligations in 0 later transactions.",term=F P00001 2025-01-31;term_mod=P00001;term_date=2025-01-31;post_n=0;post_obl=0.00;post_pos=0;n=2,P00001,2025-01-31,P00001,2025-01-31,0.00,2,,2026-07-30,2026-07-30,0,
80NSSC24PA609,CONT_AWD_80NSSC24PA609_8000_-NONE-_-NONE-,still_terminated,low,2026-07-30,"Terminated for convenience (F P00001 2025-02-18); no rescission, closeout, or new obligations in 0 later transactions.",term=F P00001 2025-02-18;term_mod=P00001;term_date=2025-02-18;post_n=0;post_obl=0.00;post_pos=0;n=2,P00001,2025-02-18,P00001,2025-02-18,0.00,2,,2026-07-30,2026-07-30,0,
80NSSC24PA660,CONT_AWD_80NSSC24PA660_8000_-NONE-_-NONE-,still_terminated,low,2026-07-30,"Terminated for convenience (F P00002 2025-04-16); no rescission, closeout, or new obligations in 0 later transactions.",term=F P00002 2025-04-16;term_mod=P00002;term_date=2025-04-16;post_n=0;post_obl=0.00;post_pos=0;n=3,P00002,2025-04-16,P00002,2025-04-16,0.00,3,,2026-07-30,2026-07-30,0,
80NSSC24PA710,CONT_AWD_80NSSC24PA710_8000_-NONE-_-NONE-,still_terminated,low,2026-07-30,"Terminated for convenience (F P00001 2025-03-17); no rescission, closeout, or new obligations in 0 later transactions.",term=F P00001 2025-03-17;term_mod=P00001;term_date=2025-03-17;post_n=0;post_obl=0.00;post_pos=0;n=2,P00001,2025-03-17,P00001,2025-03-17,0.00,2,,2026-07-30,2026-07-30,0,
80NSSC24PA723,CONT_AWD_80NSSC24PA723_8000_-NONE-_-NONE-,still_terminated,low,2026-07-30,"Terminated for convenience (F P00001 2025-02-18); no rescission, closeout, or new obligations in 0 later transactions.",term=F P00001 2025-02-18;term_mod=P00001;term_date=2025-02-18;post_n=0;post_obl=0.00;post_pos=0;n=2,P00001,2025-02-18,P00001,2025-02-18,0.00,2,,2026-07-30,2026-07-30,0,
80NSSC24PA753,CONT_AWD_80NSSC24PA753_8000_-NONE-_-NONE-,still_terminated,low,2026-07-30,"Terminated for convenience (F P00001 2025-03-19); no rescission, closeout, or new obligations in 0 later transactions.",term=F P00001 2025-03-19;term_mod=P00001;term_date=2025-03-19;post_n=0;post_obl=0.00;post_pos=0;n=2,P00001,2025-03-19,P00001,2025-03-19,0.00,2,,2026-07-30,2026-07-30,0,
80NSSC24PA923,CONT_AWD_80NSSC24PA923_8000_-NONE-_-NONE-,still_terminated,low,2026-07-30,"Terminated for convenience (F P00001 2025-03-17); no rescission, closeout, or new obligations in 0 later transactions.",term=F P00001 2025-03-17;term_mod=P00001;term_date=2025-03-17;post_n=0;post_obl=0.00;post_pos=0;n=2,P00001,2025-03-17,P00001,2025-03-17,0.00,2,,2026-07-30,2026-07-30,0,
80NSSC24PB114,CONT_AWD_80NSSC24PB114_8000_-NONE-_-NONE-,naturally_expired,low,2026-07-30,No termination action in 3 transactions; period of performance ended 2025-01-24.,term=none;end=2025-01-24;n=3,,,P00002,2025-03-18,,3,,2026-07-30,2026-07-30,0,
80NSSC24PB139,CONT_AWD_80NSSC24PB139_8000_-NONE-_-NONE-,still_terminated,low,2026-07-30,"Terminated for convenience (F P00002 2025-04-08); no rescission, closeout, or new obligations in 0 later transactions.",term=F P00002 2025-04-08;term_mod=P00002;term_date=2025-04-08;post_n=0;post_obl=0.00;post_pos=0;n=3,P00002,2025-04-08,P00002,2025-04-08,0.00,3,,2026-07-30,2026-07-30,0,
80NSSC24PB679,CONT_AWD_80NSSC24PB679_8000_-NONE-_-NONE-,still_terminated,low,2026-07-30,"Terminated for convenience (M P00002 2025-04-30); no rescission, closeout, or new obligations in 0 later transactions.",term=M P00002 2025-04-30;term_mod=P00002;term_date=2025-04-30;post_n=0;post_obl=0.00;post_pos=0;n=3,P00002,2025-04-30,P00002,2025-04-30,0.00,3,,2026-07-30,2026-07-30,0,
80NSSC24PB717,CONT_AWD_80NSSC24PB717_8000_-NONE-_-NONE-,still_terminated,low,2026-07-30,"Terminated for convenience (F P00002 2025-04-08); no rescission, closeout, or new obligations in 0 later transactions.",term=F P00002 2025-04-08;term_mod=P00002;term_date=2025-04-08;post_n=0;post_obl=0.00;post_pos=0;n=3,P00002,2025-04-08,P00002,2025-04-08,0.00,3,,2026-07-30,2026-07-30,0,
80NSSC24PB720,CONT_AWD_80NSSC24PB720_8000_-NONE-_-NONE-,still_terminated,low,2026-07-30,"Terminated for convenience (F P00001 2025-04-08); no rescission, closeout, or new obligations in 0 later transactions.",term=F P00001 2025-04-08;term_mod=P00001;term_date=2025-04-08;post_n=0;post_obl=0.00;post_pos=0;n=2,P00001,2025-04-08,P00001,2025-04-08,0.00,2,,2026-07-30,2026-07-30,0,
80NSSC24PB891,CONT_AWD_80NSSC24PB891_8000_-NONE-_-NONE-,still_terminated,low,2026-07-30,"Terminated for convenience (F P00003 2025-04-16); no rescission, closeout, or new obligations in 0 later transactions.",term=F P00003 2025-04-16;term_mod=P00003;term_date=2025-04-16;post_n=0;post_obl=0.00;post_pos=0;n=4,P00003,2025-04-16,P00003,2025-04-16,0.00,4,,2026-07-30,2026-07-30,0,
80NSSC24PC049,CONT_AWD_80NSSC24PC049_8000_-NONE-_-NONE-,still_terminated,low,2026-07-30,"Terminated for convenience (F P00002 2025-03-06); no rescission, closeout, or new obligations in 0 later transactions.",term=F P00002 2025-03-06;term_mod=P00002;term_date=2025-03-06;post_n=0;post_obl=0.00;post_pos=0;n=3,P00002,2025-03-06,P00002,2025-03-06,0.00,3,,2026-07-30,2026-07-30,0,
80NSSC24PC064,CONT_AWD_80NSSC24PC064_8000_-NONE-_-NONE-,still_terminated,low,2026-07-30,"Terminated for convenience (F P00001 2025-04-08); no rescission, closeout, or new obligations in 0 later transactions.",term=F P00001 2025-04-08;term_mod=P00001;term_date=2025-04-08;post_n=0;post_obl=0.00;post_pos=0;n=2,P00001,2025-04-08,P00001,2025-04-08,0.00,2,,2026-07-30,2026-07-30,0,
80NSSC24PC269,CONT_AWD_80NSSC24PC269_8000_-NONE-_-NONE-,still_terminated,low,2026-07-30,"Terminated for convenience (C P00002 2025-06-10); no rescission, closeout, or new obligations in 0 later transactions.",term=C P00002 2025-06-10;term_mod=P00002;term_date=2025-06-10;post_n=0;post_obl=0.00;post_pos=0;n=3,P00002,2025-06-10,P00002,2025-06-10,0.00,3,,2026-07-30,2026-07-30,0,
80NSSC24PC331,CONT_AWD_80NSSC24PC331_8000_-NONE-_-NONE-,still_terminated,low,2026-07-30,"Terminated for convenience (F P00001 2025-02-19); no rescission, closeout, or new obligations in 0 later transactions.",term=F P00001 2025-02-19;term_mod=P00001;term_date=2025-02-19;post_n=0;post_obl=0.00;post_pos=0;n=2,P00001,2025-02-19,P00001,2025-02-19,0.00,2,,2026-07-30,2026-07-30,0,
80NSSC24PC363,CONT_AWD_80NSSC24PC363_8000_-NONE-_-NONE-,still_terminated,low,2026-07-30,"Terminated for convenience (F P00002 2025-04-08); no rescission, closeout, or new obligations in 0 later transactions.",term=F P00002 2025-04-08;term_mod=P00002;term_date=2025-04-08;post_n=0;post_obl=0.00;post_pos=0;n=3,P00002,2025-04-08,P00002,2025-04-08,0.00,3,,2026-07-30,2026-07-30,0,
80NSSC24PC367,CONT_AWD_80NSSC24PC367_8000_-NONE-_-NONE-,naturally_expired,low,2026-07-30,No termination action in 2 transactions; period of performance ended 2025-02-28.,term=none;end=2025-02-28;n=2,,,P00001,2025-02-11,,2,,2026-07-30,2026-07-30,0,
80NSSC24PC394,CONT_AWD_80NSSC24PC394_8000_-NONE-_-NONE-,still_terminated,low,2026-07-30,"Terminated for convenience (F P00001 2025-03-11); no rescission, closeout, or new obligations in 0 later transactions.",term=F P00001 2025-03-11;term_mod=P00001;term_date=2025-03-11;post_n=0;post_obl=0.00;post_pos=0;n=2,P00001,2025-03-11,P00001,2025-03-11,0.00,2,,2026-07-30,2026-07-30,0,
80NSSC24PC405,CONT_AWD_80NSSC24PC405_8000_-NONE-_-NONE-,naturally_expired,low,2026-07-30,No termination action in 2 transactions; period of performance ended 2024-09-25.,term=none;end=2024-09-25;n=2,,,P00001,2024-09-25,,2,,2026-07-30,2026-07-30,0,
80NSSC24PC475,CONT_AWD_80NSSC24PC475_8000_-NONE-_-NONE-,still_terminated,low,2026-07-30,"Terminated for convenience (F P00002 2025-04-08); no rescission, closeout, or new obligations in 0 later transactions.",term=F P00002 2025-04-08;term_mod=P00002;term_date=2025-04-08;post_n=0;post_obl=0.00;post_pos=0;n=3,P00002,2025-04-08,P00002,2025-04-08,0.00,3,,2026-07-30,2026-07-30,0,
80NSSC25CA075,CONT_AWD_80NSSC25CA075_8000_-NONE-_-NONE-,naturally_expired,low,2026-07-30,No termination action in 4 transactions; period of performance ended 2026-06-30.,term=none;end=2026-06-30;n=4,,,P00003,2026-06-30,,4,,2026-07-30,2026-07-30,0,
80NSSC25FA034,CONT_AWD_80NSSC25FA034_8000_47QRAA19D006N_4732,still_terminated,low,2026-07-30,"Terminated for convenience (F P00002 2025-03-10); no rescission, closeout, or new obligations in 0 later transactions.",term=F P00002 2025-03-10;term_mod=P00002;term_date=2025-03-10;post_n=0;post_obl=0.00;post_pos=0;n=3,P00002,2025-03-10,P00002,2025-03-10,0.00,3,,2026-07-30,2026-07-30,0,
80NSSC25FA078,CONT_AWD_80NSSC25FA078_8000_NNG15SD72B_8000,still_terminated,low,2026-07-30,"Terminated for convenience (F P00001 2025-04-16); no rescission, closeout, or new obligations in 0 later transactions.",term=F P00001 2025-04-16;term_mod=P00001;term_date=2025-04-16;post_n=0;post_obl=0.00;post_pos=0;n=2,P00001,2025-04-16,P00001,2025-04-16,0.00,2,,2026-07-30,2026-07-30,0,
80NSSC25FA145,CONT_AWD_80NSSC25FA145_8000_GS07F216BA_4732,still_terminated,low,2026-07-30,"Terminated for convenience (M P00001 2025-03-25); no rescission, closeout, or new obligations in 0 later transactions.",term=M P00001 2025-03-25;term_mod=P00001;term_date=2025-03-25;post_n=0;post_obl=0.00;post_pos=0;n=2,P00001,2025-03-25,P00001,2025-03-25,0.00,2,,2026-07-30,2026-07-30,0,
80NSSC25FA147,CONT_AWD_80NSSC25FA147_8000_47QRAA23D000U_4732,naturally_expired,low,2026-07-30,No termination action in 2 transactions; period of performance ended 2025-08-15.,term=none;end=2025-08-15;n=2,,,P00001,2025-08-19,,2,,2026-07-30,2026-07-30,0,
80NSSC25FA315,CONT_AWD_80NSSC25FA315_8000_80NSSC24AA005_8000,still_terminated,low,2026-07-30,"Terminated for convenience (F P00001 2025-05-05); no rescission, closeout, or new obligations in 0 later transactions.",term=F P00001 2025-05-05;term_mod=P00001;term_date=2025-05-05;post_n=0;post_obl=0.00;post_pos=0;n=2,P00001,2025-05-05,P00001,2025-05-05,0.00,2,,2026-07-30,2026-07-30,0,
80NSSC25FA413,CONT_AWD_80NSSC25FA413_8000_NNG15SD33B_8000,naturally_expired,low,2026-07-30,No termination action in 2 transactions; period of performance ended 2025-06-03.,term=none;end=2025-06-03;n=2,,,P00001,2025-06-03,,2,,2026-07-30,2026-07-30,0,
80NSSC25K0024,ASST_NON_80NSSC25K0024_080,naturally_expired,low,2026-07-30,No termination action in 2 transactions; period of performance ended 2025-09-04.,term=none;end=2025-09-04;n=2,,,P00001,2025-09-10,,2,,2026-07-30,2026-07-30,0,
80NSSC25K0030,ASST_NON_80NSSC25K0030_080,naturally_expired,low,2026-07-30,No termination action in 2 transactions; period of performance ended 2026-01-19.,term=none;end=2026-01-19;n=2,,,P00001,2026-01-20,,2,,2026-07-30,2026-07-30,0,
80NSSC25K0045,ASST_NON_80NSSC25K0045_080,naturally_expired,low,2026-07-30,No termination action in 2 transactions; period of performance ended 2025-09-04.,term=none;end=2025-09-04;n=2,,,P00001,2025-09-10,,2,,2026-07-30,2026-07-30,0,
80NSSC25K0105,ASST_NON_80NSSC25K0105_080,naturally_expired,low,2026-07-30,No termination action in 4 transactions; period of performance ended 2025-09-08.,term=none;end=2025-09-08;n=4,,,P00001,2025-09-11,,4,,2026-07-30,2026-07-30,0,
80NSSC25K0108,ASST_NON_80NSSC25K0108_080,naturally_expired,low,2026-07-30,No termination action in 2 transactions; period of performance ended 2026-04-20.,term=none;end=2026-04-20;n=2,,,P00001,2026-05-07,,2,,2026-07-30,2026-07-30,0,
80NSSC25K0134,ASST_NON_80NSSC25K0134_080,no_termination_signal,low,2026-07-30,No termination action found in 3 transactions.,term=none;n=3,,,P00002,2025-09-30,,3,,2026-07-30,2026-07-30,0,
80NSSC25K0284,ASST_NON_80NSSC25K0284_080,naturally_expired,low,2026-07-30,No termination action in 2 transactions; period of performance ended 2025-12-02.,term=none;end=2025-12-02;n=2,,,P00001,2025-12-02,,2,,2026-07-30,2026-07-30,0,
80NSSC25K7029,ASST_NON_80NSSC25K7029_080,still_terminated,low,2026-07-30,"Terminated for convenience (B P00002 2025-05-14); no rescission, closeout, or new obligations in 1 later transactions.",term=B P00002 2025-05-14;term_mod=P00002;term_date=2025-05-14;post_n=1;post_obl=-222175.04;post_pos=0;n=4,P00002,2025-05-14,P00003,2026-05-04,-222175.04,4,,2026-07-30,2026-07-30,0,
80NSSC25K7030,ASST_NON_80NSSC25K7030_080,still_terminated,low,2026-07-30,"Terminated for convenience (B P00002 2025-05-14); no rescission, closeout, or new obligations in 1 later transactions.",term=B P00002 2025-05-14;term_mod=P00002;term_date=2025-05-14;post_n=1;post_obl=-168492.87;post_pos=0;n=4,P00002,2025-05-14,P00003,2026-04-30,-168492.87,4,,2026-07-30,2026-07-30,0,
80NSSC25K7031,ASST_NON_80NSSC25K7031_080,still_terminated,low,2026-07-30,"Terminated for convenience (B P00002 2025-06-06); no rescission, closeout, or new obligations in 1 later transactions.",term=B P00002 2025-06-06;term_mod=P00002;term_date=2025-06-06;post_n=1;post_obl=-157417.75;post_pos=0;n=4,P00002,2025-06-06,P00003,2026-05-11,-157417.75,4,,2026-07-30,2026-07-30,0,
80NSSC25K7032,ASST_NON_80NSSC25K7032_080,still_terminated,low,2026-07-30,"Terminated for convenience (D P00003 2025-09-25); no rescission, closeout, or new obligations in 0 later transactions.",term=D P00003 2025-09-25;term_mod=P00003;term_date=2025-09-25;post_n=0;post_obl=0.00;post_pos=0;n=4,P00003,2025-09-25,P00003,2025-09-25,0.00,4,,2026-07-30,2026-07-30,0,
80NSSC25K7034,ASST_NON_80NSSC25K7034_080,still_terminated,low,2026-07-30,"Terminated for convenience (D P00002 2025-08-15); no rescission, closeout, or new obligations in 0 later transactions.",term=D P00002 2025-08-15;term_mod=P00002;term_date=2025-08-15;post_n=0;post_obl=0.00;post_pos=0;n=3,P00002,2025-08-15,P00002,2025-08-15,0.00,3,,2026-07-30,2026-07-30,0,
80NSSC25K7036,ASST_NON_80NSSC25K7036_080,still_terminated,low,2026-07-30,"Terminated for convenience (D P00003 2026-04-30); no rescission, closeout, or new obligations in 0 later transactions.",term=D P00003 2026-04-30;term_mod=P00003;term_date=2026-04-30;post_n=0;post_obl=0.00;post_pos=0;n=4,P00003,2026-04-30,P00003,2026-04-30,0.00,4,,2026-07-30,2026-07-30,0,
80NSSC25K7045,ASST_NON_80NSSC25K7045_080,still_terminated,low,2026-07-30,"Terminated for convenience (B P00002 2025-03-21); no rescission, closeout, or new obligations in 0 later transactions.",term=B P00002 2025-03-21;term_mod=P00002;term_date=2025-03-21;post_n=0;post_obl=0.00;post_pos=0;n=3,P00002,2025-03-21,P00002,2025-03-21,0.00,3,,2026-07-30,2026-07-30,0,
80NSSC25K7118,ASST_NON_80NSSC25K7118_080,reinstated,high,2026-07-30,Termination (B P00002 2025-04-04) rescinded per B P00003 2025-12-10 in USAspending transactions; award active again.,term=B P00002 2025-04-04;term_mod=P00002;term_date=2025-04-04;post_n=2;post_obl=137931.00;post_pos=1;n=5;reversal=B P00003 2025-12-10,P00002,2025-04-04,P00004,2026-05-13,137931.00,5,,2026-07-30,2026-07-30,0,
80NSSC25K7164,ASST_NON_80NSSC25K7164_080,no_termination_signal,low,2026-07-30,No termination action found in 4 transactions.,term=none;n=4,,,P00003,2025-12-30,,4,,2026-07-30,2026-07-30,0,
80NSSC25K7254,ASST_NON_80NSSC25K7254_080,naturally_expired,low,2026-07-30,No termination action in 4 transactions; period of performance ended 2025-12-17.,term=none;end=2025-12-17;n=4,,,P00003,2025-12-31,,4,,2026-07-30,2026-07-30,0,
80NSSC25K7326,ASST_NON_80NSSC25K7326_080,naturally_expired,low,2026-07-30,No termination action in 2 transactions; period of performance ended 2025-07-24.,term=none;end=2025-07-24;n=2,,,P00001,2025-07-24,,2,,2026-07-30,2026-07-30,0,
80NSSC25K7437,ASST_NON_80NSSC25K7437_080,reinstated,high,2026-07-30,Termination (B P00001 2025-04-04) rescinded per B P00002 2025-12-10 in USAspending transactions; award active again.,term=B P00001 2025-04-04;term_mod=P00001;term_date=2025-04-04;post_n=1;post_obl=0.00;post_pos=0;n=3;reversal=B P00002 2025-12-10,P00001,2025-04-04,P00002,2025-12-10,0.00,3,,2026-07-30,2026-07-30,0,
80NSSC25K7548,ASST_NON_80NSSC25K7548_080,no_termination_signal,low,2026-07-30,No termination action found in 2 transactions.,term=none;n=2,,,P00001,2026-03-03,,2,,2026-07-30,2026-07-30,0,
80NSSC25K7577,ASST_NON_80NSSC25K7577_080,naturally_expired,low,2026-07-30,No termination action in 3 transactions; period of performance ended 2026-02-25.,term=none;end=2026-02-25;n=3,,,P00002,2026-02-25,,3,,2026-07-30,2026-07-30,0,
80NSSC25K7581,ASST_NON_80NSSC25K7581_080,naturally_expired,low,2026-07-30,No termination action in 3 transactions; period of performance ended 2026-04-22.,term=none;end=2026-04-22;n=3,,,P00002,2026-04-22,,3,,2026-07-30,2026-07-30,0,
80NSSC25K7593,ASST_NON_80NSSC25K7593_080,naturally_expired,low,2026-07-30,No termination action in 3 transactions; period of performance ended 2026-02-02.,term=none;end=2026-02-02;n=3,,,P00002,2026-02-02,,3,,2026-07-30,2026-07-30,0,
80NSSC25K7684,ASST_NON_80NSSC25K7684_080,naturally_expired,low,2026-07-30,No termination action in 2 transactions; period of performance ended 2026-03-19.,term=none;end=2026-03-19;n=2,,,P00001,2026-03-19,,2,,2026-07-30,2026-07-30,0,
80NSSC25K7833,ASST_NON_80NSSC25K7833_080,naturally_expired,low,2026-07-30,No termination action in 2 transactions; period of performance ended 2026-03-03.,term=none;end=2026-03-03;n=2,,,P00001,2026-03-03,,2,,2026-07-30,2026-07-30,0,
80NSSC25K7862,ASST_NON_80NSSC25K7862_080,naturally_expired,low,2026-07-30,No termination action in 2 transactions; period of performance ended 2026-04-22.,term=none;end=2026-04-22;n=2,,,P00001,2026-04-22,,2,,2026-07-30,2026-07-30,0,
80NSSC25M7096,ASST_NON_80NSSC25M7096_080,no_termination_signal,low,2026-07-30,No termination action found in 4 transactions.,term=none;n=4,,,P00003,2026-04-24,,4,,2026-07-30,2026-07-30,0,
80NSSC25PA014,CONT_AWD_80NSSC25PA014_8000_-NONE-_-NONE-,still_terminated,low,2026-07-30,"Terminated for convenience (F P00001 2025-04-08); no rescission, closeout, or new obligations in 0 later transactions.",term=F P00001 2025-04-08;term_mod=P00001;term_date=2025-04-08;post_n=0;post_obl=0.00;post_pos=0;n=2,P00001,2025-04-08,P00001,2025-04-08,0.00,2,,2026-07-30,2026-07-30,0,
