Source,District,Recipient,Award ID,Latest Modification Number,Latest Modification Date,Start Date,End Date,Award Amount,Total Outlays,Description,Business Categories,URL
NPDV,AK-00,University of Alaska Fairbanks,80NSSC24K1264,P00002,2025-04-08,2024-06-12,,182619.00,4718.63,Termination for convenience agreement - bringing edia to the planetary sciences community: a two-day ag-style meeting of the cross-ag edia working group,"category_business, educational_institution, government, higher_education, minority_serving_institution_of_higher_education, national_government, other_than_small_business, public_institution_of_higher_education, regional_and_state_government",https://www.usaspending.gov/award/ASST_NON_80NSSC24K1264_080/
NPDV,AR-04,University of Arkansas System,80NSSC24K0113,P00003,2025-04-08,2023-10-18,,149998.00,0.00,Termination for convenience agreement - here to observe uab support for SMD/ESD,"authorities_and_commissions, educational_institution, government, higher_education, minority_serving_institution_of_higher_education, national_government, public_institution_of_higher_education, regional_and_state_government",https://www.usaspending.gov/award/ASST_NON_80NSSC24K0113_080/
NPDV,HI-01,University of Hawaii,80NSSC24K1913,P00003,2025-09-19,2024-09-05,2027-09-04,235960.00,83211.17,Rescind - stop work notice issued with notification of intent to terminate - 21-jpsp21-0018 microwave measurements of the galilean satellites,"educational_institution, government, higher_education, minority_serving_institution_of_higher_education, national_government, public_institution_of_higher_education, regional_and_state_government",https://www.usaspending.gov/award/ASST_NON_80NSSC24K1913_080/
NPDV,OK-04,University of Oklahoma,80NSSC25K7034,P00002,2025-08-20,2024-10-02,,34613.83,34613.83,"Termination for convenience agreement - 23-eej23-0046, building co-design and co-learning digital twins against floods on tribal lands in support of indigenous communities","category_business, educational_institution, government, higher_education, national_government, other_than_small_business, public_institution_of_higher_education, regional_and_state_government",https://www.usaspending.gov/award/ASST_NON_80NSSC25K7034_080/
NPDV,VA-07,University of Richmond,80NSSC25K7036,P00002,2025-05-21,2024-10-04,,248049.00,0.00,"Termination for convenience agreement - building capacity for resiliency, education, and environmental justice across the changing indigenous landscapes of virginia - support for SMD directorate","category_business, corporate_entity_tax_exempt, educational_institution, higher_education, nonprofit, private_institution_of_higher_education",https://www.usaspending.gov/award/ASST_NON_80NSSC25K7036_080/
NPDV,TX-18,University of Texas Health Science Center at Houston,80NSSC24K0913,P00002,2025-05-21,2024-06-06,,40875.00,40652.80,"Termination for convenience - using NASA earth observations to support environmental justice communities in atlanta, georgia  - support for SMD directorate","educational_institution, government, higher_education, national_government, public_institution_of_higher_education, regional_and_state_government",https://www.usaspending.gov/award/ASST_NON_80NSSC24K0913_080/
NPDV,TX-18,University of Texas Health Science Center at Houston,80NSSC25K7030,P00002,2025-05-21,2024-10-04,,238468.00,69975.13,Termination for convenience agreement - cielo: chicago's initiative for environmental justice and light pollution outreach - support for SMD directorate,"educational_institution, government, higher_education, national_government, public_institution_of_higher_education, regional_and_state_government",https://www.usaspending.gov/award/ASST_NON_80NSSC25K7030_080/
NPDV,TX-25,University of Texas at Austin,80NSSC22K1675,P00003,2025-04-08,2022-09-01,,249842.00,196892.73,Termination for convenience agreement - earth science applications: equity and environmental justice support for SMD/ESD mission directorate,"educational_institution, higher_education, minority_owned_business, nonprofit, other_minority_owned_business, public_institution_of_higher_education",https://www.usaspending.gov/award/ASST_NON_80NSSC22K1675_080/
NPDV,TX-25,University of Texas at Austin,80NSSC24K1612,P00001,2025-04-08,2024-08-16,,50000.00,0.00,Termination for convenience agreement - 23-earth23-0422 climate harmony: studying and informing urban climate efforts in central texas through the development of a regional climate ATLAS,"educational_institution, higher_education, minority_owned_business, nonprofit, other_minority_owned_business, public_institution_of_higher_education",https://www.usaspending.gov/award/ASST_NON_80NSSC24K1612_080/
NASAGrants,WI-02,University of Wisconsin System,80NSSC23K1223,P00002,2025-06-05,2023-08-29,2025-08-21,158000.00,136579.19,"Approved/ Awarded - Administrative | Administrative - Decrease, Administrative - Change Pop End Date. Fabrication and optimization of nanotechnology for x-ray tes sounding rocket instrument","category_business, educational_institution, government, higher_education, national_government, other_than_small_business, public_institution_of_higher_education, regional_and_state_government",https://www.usaspending.gov/award/ASST_NON_80NSSC23K1223_080/
NASAGrants,TN-05,Vanderbilt University,80NSSC22K1201,P00003,2025-06-05,2022-08-01,2025-07-31,192558.00,172092.12,"Approved/ Awarded - Administrative | Administrative - Change Pop End Date, Administrative - Decrease. Nano-optic probing of vibrational modes of defects and color centers in semiconductors","category_business, corporate_entity_tax_exempt, educational_institution, higher_education, nonprofit, private_institution_of_higher_education",https://www.usaspending.gov/award/ASST_NON_80NSSC22K1201_080/
NPDV,VA-09,Virginia Polytechnic Institute & State University,80NSSC24K0176,P00004,2025-09-05,2023-10-25,,390648.69,390648.69,Termination for convenience agreement - interdisciplinary research in earth science support for Science Mission Directorate (SMD/ESD),"category_business, educational_institution, government, higher_education, national_government, other_than_small_business, public_institution_of_higher_education, regional_and_state_government",https://www.usaspending.gov/award/ASST_NON_80NSSC24K0176_080/
NPDV,VA-04,Virginia State University,80NSSC24K0115,P00003,2025-12-19,2023-10-18,2025-03-21,0.00,0.00,Termination for convenience agreement - here to observe support for Science Mission Directorate (SMD/ESD),"educational_institution, government, higher_education, minority_serving_institution_of_higher_education, national_government, public_institution_of_higher_education, regional_and_state_government",https://www.usaspending.gov/award/ASST_NON_80NSSC24K0115_080/
NASAGrants,WA-05,Washington State University,80NSSC24K1357,P00001,2025-05-21,2024-08-01,2025-07-31,81086.00,80554.62,"Approved/ Awarded - Administrative | Administrative - Change Pop End Date, Administrative - Decrease. Understanding liquid hydrogen critical heat flux via optical imaging","educational_institution, government, higher_education, national_government, public_institution_of_higher_education, regional_and_state_government, veterinary_college",https://www.usaspending.gov/award/ASST_NON_80NSSC24K1357_080/
DOGE,MA-03,Zuken USA Inc,80NSSC24PC475,P00002,2025-12-09,2024-10-01,2025-04-08,0.00,44325.00,"Status: TERMINATED. Reported savings: $44,325.00. DOGE Action Date: 6/27/2025. Zuken electrical design data management software (DS.E3) license, data and configuration management","category_business, corporate_entity_not_tax_exempt, other_than_small_business, special_designations, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80NSSC24PC475_8000_-NONE-_-NONE-/
